Division,District,Upazila,Market,Commodity,Price Type,Year,Lowest Price,Highest Price,Average Price
Chittagong,Comilla,Comilla Sadar,Comilla Sadar,Soybean,Wholesale,2019,"7,990.91","8,153.68","8,072.29"
Chittagong,Comilla,Comilla Sadar,Comilla Sadar,Soybean,Wholesale,2020,"8,868.20","9,019.25","8,943.72"
Chittagong,Comilla,Comilla Sadar,Rajganj Bazar,Soybean,Retail,2018,83.78,85.15,84.46
Chittagong,Comilla,Comilla Sadar,Rajganj Bazar,Soybean,Retail,2019,82.75,84,83.38
Chittagong,Comilla,Comilla Sadar,Rajganj Bazar,Soybean,Wholesale,2018,"8,045.00","8,211.25","8,128.13"
Chittagong,Comilla,Comilla Sadar,Rajganj Bazar,Soybean,Wholesale,2019,"8,000.00","8,200.00","8,100.00"
Chittagong,Cox`s Bazar,Cox`s Bazar Sadar,Cox`s Bazar Sadar,Soybean,Retail,2018,104.64,107.78,106.21
Chittagong,Cox`s Bazar,Cox`s Bazar Sadar,Cox`s Bazar Sadar,Soybean,Retail,2019,89.89,105.39,97.64
Chittagong,Cox`s Bazar,Cox`s Bazar Sadar,Cox`s Bazar Sadar,Soybean,Retail,2020,96.18,110.28,103.23
Chittagong,Cox`s Bazar,Cox`s Bazar Sadar,Cox`s Bazar Sadar,Soybean,Wholesale,2019,"8,343.81","10,074.74","9,209.28"
Chittagong,Cox`s Bazar,Cox`s Bazar Sadar,Cox`s Bazar Sadar,Soybean,Wholesale,2020,"9,132.02","10,698.68","9,915.35"
Dhaka,Dhaka,Dhaka Sadar,Dhaka Mohanogor,Soybean,Retail,2018,79.13,82,80.57
Dhaka,Dhaka,Dhaka Sadar,Dhaka Mohanogor,Soybean,Retail,2019,79.06,81.35,80.2
Dhaka,Dhaka,Dhaka Sadar,Dhaka Mohanogor,Soybean,Retail,2020,87.31,90.24,88.77
Dhaka,Dhaka,Dhaka Sadar,Dhaka Mohanogor,Soybean,Wholesale,2018,"7,309.74","7,346.77","7,328.26"
Dhaka,Dhaka,Dhaka Sadar,Dhaka Mohanogor,Soybean,Wholesale,2019,"7,310.67","7,347.24","7,328.96"
Dhaka,Dhaka,Dhaka Sadar,Dhaka Mohanogor,Soybean,Wholesale,2020,"8,223.56","8,255.38","8,239.47"
Dhaka,Dhaka,Dhaka Sadar,Dhaka Sadar,Soybean,Retail,2018,82.15,84.56,83.36
Dhaka,Dhaka,Dhaka Sadar,Dhaka Sadar,Soybean,Retail,2019,78.66,81.15,79.9
Dhaka,Dhaka,Dhaka Sadar,Dhaka Sadar,Soybean,Retail,2020,86.81,89.2,88.01
Dhaka,Dhaka,Dhaka Sadar,Dhaka Sadar,Soybean,Wholesale,2018,"7,689.75","7,718.80","7,704.27"
Dhaka,Dhaka,Dhaka Sadar,Dhaka Sadar,Soybean,Wholesale,2019,"7,298.88","7,325.90","7,312.39"
Dhaka,Dhaka,Dhaka Sadar,Dhaka Sadar,Soybean,Wholesale,2020,"8,139.77","8,194.41","8,167.09"
Dhaka,Dhaka,Savar,Savar,Soybean,Retail,2018,82.16,84.65,83.41
Dhaka,Dhaka,Savar,Savar,Soybean,Retail,2019,78.37,80.84,79.6
Dhaka,Dhaka,Savar,Savar,Soybean,Retail,2020,88.33,90.67,89.5
Dhaka,Dhaka,Savar,Savar,Soybean,Wholesale,2018,"7,669.63","7,698.37","7,684.00"
Dhaka,Dhaka,Savar,Savar,Soybean,Wholesale,2019,"7,262.51","7,289.00","7,275.76"
Dhaka,Dhaka,Savar,Savar,Soybean,Wholesale,2020,"8,425.00","8,460.00","8,442.50"
Rangpur,Dinajpur,Dinajpur Sadar,Dinajpur Sadar,Soybean,Retail,2018,84.71,87.76,86.24
Rangpur,Dinajpur,Dinajpur Sadar,Dinajpur Sadar,Soybean,Retail,2019,80.01,82.19,81.1
Rangpur,Dinajpur,Dinajpur Sadar,Dinajpur Sadar,Soybean,Retail,2020,89.15,90.76,89.95
Rangpur,Dinajpur,Dinajpur Sadar,Dinajpur Sadar,Soybean,Wholesale,2018,"7,728.64","7,823.33","7,775.98"
Rangpur,Dinajpur,Dinajpur Sadar,Dinajpur Sadar,Soybean,Wholesale,2019,"7,344.61","7,444.19","7,394.40"
Rangpur,Dinajpur,Dinajpur Sadar,Dinajpur Sadar,Soybean,Wholesale,2020,"8,204.89","8,306.93","8,255.91"
Dhaka,Faridpur,Faridpur Sadar,Faridpur Sadar,Soybean,Retail,2018,87.62,88.66,88.14
Dhaka,Faridpur,Faridpur Sadar,Faridpur Sadar,Soybean,Retail,2019,82.25,83.27,82.76
Dhaka,Faridpur,Faridpur Sadar,Faridpur Sadar,Soybean,Retail,2020,91.37,92.77,92.07
Dhaka,Faridpur,Faridpur Sadar,Faridpur Sadar,Soybean,Wholesale,2018,"8,552.82","8,652.82","8,602.82"
Dhaka,Faridpur,Faridpur Sadar,Faridpur Sadar,Soybean,Wholesale,2019,"7,935.52","8,096.83","8,016.17"
Dhaka,Faridpur,Faridpur Sadar,Faridpur Sadar,Soybean,Wholesale,2020,"8,749.05","8,855.38","8,802.22"
Chittagong,Feni,Feni Sadar,Feni Sadar,Soybean,Retail,2018,91.28,95,93.14
Chittagong,Feni,Feni Sadar,Feni Sadar,Soybean,Retail,2019,92.37,94.9,93.63
Chittagong,Feni,Feni Sadar,Feni Sadar,Soybean,Retail,2020,99.06,100.33,99.7
Chittagong,Feni,Feni Sadar,Feni Sadar,Soybean,Wholesale,2018,"8,325.55","8,600.87","8,463.21"
Chittagong,Feni,Feni Sadar,Feni Sadar,Soybean,Wholesale,2019,"8,571.90","8,909.92","8,740.91"
Chittagong,Feni,Feni Sadar,Feni Sadar,Soybean,Wholesale,2020,"9,607.26","9,755.65","9,681.45"
Rangpur,Gaibandha,Gaibandha Sadar,Gaibandha Sadar,Soybean,Retail,2018,83.23,85.24,84.23
Rangpur,Gaibandha,Gaibandha Sadar,Gaibandha Sadar,Soybean,Retail,2019,79.06,80.99,80.03
Rangpur,Gaibandha,Gaibandha Sadar,Gaibandha Sadar,Soybean,Retail,2020,89.95,92.31,91.13
Rangpur,Gaibandha,Gaibandha Sadar,Gaibandha Sadar,Soybean,Wholesale,2018,"7,708.87","7,807.86","7,758.37"
Rangpur,Gaibandha,Gaibandha Sadar,Gaibandha Sadar,Soybean,Wholesale,2019,"7,275.91","7,360.53","7,318.22"
Rangpur,Gaibandha,Gaibandha Sadar,Gaibandha Sadar,Soybean,Wholesale,2020,"8,300.60","8,396.13","8,348.37"
Dhaka,Gazipur,Gazipur Sadar,Gazipur Sadar,Soybean,Retail,2018,82.55,83.55,83.05
Dhaka,Gazipur,Gazipur Sadar,Gazipur Sadar,Soybean,Retail,2019,80.11,81.27,80.69
Dhaka,Gazipur,Gazipur Sadar,Gazipur Sadar,Soybean,Retail,2020,91.26,93.17,92.21
Dhaka,Gazipur,Gazipur Sadar,Gazipur Sadar,Soybean,Wholesale,2018,"7,822.04","7,922.04","7,872.04"
Dhaka,Gazipur,Gazipur Sadar,Gazipur Sadar,Soybean,Wholesale,2019,"7,497.93","7,611.20","7,554.56"
Dhaka,Gazipur,Gazipur Sadar,Gazipur Sadar,Soybean,Wholesale,2020,"8,453.25","8,614.63","8,533.94"
Dhaka,Gopalgonj,Gopalgonj Sadar,Gopalgonj Sadar,Soybean,Retail,2018,83.09,84.09,83.59
Dhaka,Gopalgonj,Gopalgonj Sadar,Gopalgonj Sadar,Soybean,Retail,2019,81.63,82.63,82.13
Dhaka,Gopalgonj,Gopalgonj Sadar,Gopalgonj Sadar,Soybean,Retail,2020,154.26,156.03,155.14
Dhaka,Gopalgonj,Gopalgonj Sadar,Gopalgonj Sadar,Soybean,Wholesale,2018,"7,932.68","8,032.68","7,982.68"
Dhaka,Gopalgonj,Gopalgonj Sadar,Gopalgonj Sadar,Soybean,Wholesale,2019,"7,790.48","7,890.48","7,840.48"
Dhaka,Gopalgonj,Gopalgonj Sadar,Gopalgonj Sadar,Soybean,Wholesale,2020,"8,450.19","8,550.19","8,500.19"
Sylhet,Habigonj,Habigonj Sadar,Habigonj Sadar,Soybean,Retail,2018,84.58,85.58,85.08
Sylhet,Habigonj,Habigonj Sadar,Habigonj Sadar,Soybean,Retail,2019,80.24,82.22,81.23
Sylhet,Habigonj,Habigonj Sadar,Habigonj Sadar,Soybean,Retail,2020,89.96,92.19,91.07
Sylhet,Habigonj,Habigonj Sadar,Habigonj Sadar,Soybean,Wholesale,2018,"8,000.00","8,200.00","8,100.00"
Sylhet,Habigonj,Habigonj Sadar,Habigonj Sadar,Soybean,Wholesale,2019,"7,523.95","7,630.67","7,577.31"
Sylhet,Habigonj,Habigonj Sadar,Habigonj Sadar,Soybean,Wholesale,2020,"8,579.60","8,802.80","8,691.20"
Rajshahi,Jaipurhat,Jaipurhat Sadar,Jaipurhat Sadar,Soybean,Retail,2018,82.42,83.42,82.92
Rajshahi,Jaipurhat,Jaipurhat Sadar,Jaipurhat Sadar,Soybean,Retail,2019,80.44,81.44,80.94
Rajshahi,Jaipurhat,Jaipurhat Sadar,Jaipurhat Sadar,Soybean,Retail,2020,87.9,88.92,88.41
Rajshahi,Jaipurhat,Jaipurhat Sadar,Jaipurhat Sadar,Soybean,Wholesale,2018,"8,047.30","8,130.91","8,089.11"
Rajshahi,Jaipurhat,Jaipurhat Sadar,Jaipurhat Sadar,Soybean,Wholesale,2019,"7,805.44","7,905.44","7,855.44"
Rajshahi,Jaipurhat,Jaipurhat Sadar,Jaipurhat Sadar,Soybean,Wholesale,2020,"8,503.17","8,603.17","8,553.17"
Dhaka,Jamalpur,Jamalpur Sadar,Jamalpur Sadar,Soybean,Retail,2018,86.32,87.54,86.93
Dhaka,Jamalpur,Jamalpur Sadar,Jamalpur Sadar,Soybean,Retail,2019,83.81,84.96,84.39
Dhaka,Jamalpur,Jamalpur Sadar,Jamalpur Sadar,Soybean,Retail,2020,94.3,95.85,95.08
Dhaka,Jamalpur,Jamalpur Sadar,Jamalpur Sadar,Soybean,Wholesale,2018,"7,816.67","7,867.86","7,842.26"
Dhaka,Jamalpur,Jamalpur Sadar,Jamalpur Sadar,Soybean,Wholesale,2019,"7,441.92","7,493.91","7,467.91"
Dhaka,Jamalpur,Jamalpur Sadar,Jamalpur Sadar,Soybean,Wholesale,2020,"8,569.50","8,626.76","8,598.13"
Khulna,Jessore,Jessore Sadar,Jessore Sadar,Soybean,Retail,2018,82.36,83.51,82.93
Khulna,Jessore,Jessore Sadar,Jessore Sadar,Soybean,Retail,2019,79,80.82,79.91
Khulna,Jessore,Jessore Sadar,Jessore Sadar,Soybean,Retail,2020,87.77,89.3,88.54
Khulna,Jessore,Jessore Sadar,Jessore Sadar,Soybean,Wholesale,2018,"7,955.33","8,075.82","8,015.57"
Khulna,Jessore,Jessore Sadar,Jessore Sadar,Soybean,Wholesale,2019,"7,665.42","7,813.08","7,739.25"
Khulna,Jessore,Jessore Sadar,Jessore Sadar,Soybean,Wholesale,2020,"8,492.19","8,593.80","8,542.99"
Barisal,Jhalokati,Jhalokati Sadar,Jhalokati Sadar,Soybean,Retail,2018,82.78,84.3,83.54
Barisal,Jhalokati,Jhalokati Sadar,Jhalokati Sadar,Soybean,Retail,2019,80.19,82.76,81.47
Barisal,Jhalokati,Jhalokati Sadar,Jhalokati Sadar,Soybean,Retail,2020,90.58,92.38,91.48
Barisal,Jhalokati,Jhalokati Sadar,Jhalokati Sadar,Soybean,Wholesale,2018,"7,689.39","7,847.35","7,768.37"
Barisal,Jhalokati,Jhalokati Sadar,Jhalokati Sadar,Soybean,Wholesale,2019,"7,353.70","7,525.00","7,439.35"
Barisal,Jhalokati,Jhalokati Sadar,Jhalokati Sadar,Soybean,Wholesale,2020,"8,472.47","8,628.74","8,550.61"
Khulna,Jhinaidah,Jhenaidah Sadar,Jhenaidah Sadar,Soybean,Retail,2018,104,105,104.5
Khulna,Jhinaidah,Jhenaidah Sadar,Jhenaidah Sadar,Soybean,Retail,2019,104,105,104.5
Khulna,Jhinaidah,Jhenaidah Sadar,Jhenaidah Sadar,Soybean,Retail,2020,103.45,104.66,104.06
Khulna,Jhinaidah,Jhenaidah Sadar,Jhenaidah Sadar,Soybean,Wholesale,2018,"10,000.00","10,100.00","10,050.00"
Khulna,Jhinaidah,Jhenaidah Sadar,Jhenaidah Sadar,Soybean,Wholesale,2019,"10,000.00","10,100.00","10,050.00"
Khulna,Jhinaidah,Jhenaidah Sadar,Jhenaidah Sadar,Soybean,Wholesale,2020,"9,803.12","9,963.34","9,883.23"
Chittagong,Khagrachari,Khagrachari Sadar,Khagrachari Sadar,Soybean,Retail,2018,105,108,106.5
Chittagong,Khagrachari,Khagrachari Sadar,Khagrachari Sadar,Soybean,Retail,2019,104.72,107.87,106.3
Chittagong,Khagrachari,Khagrachari Sadar,Khagrachari Sadar,Soybean,Retail,2020,107.22,110.41,108.81
Chittagong,Khagrachari,Khagrachari Sadar,Khagrachari Sadar,Soybean,Wholesale,2018,"9,997.54","10,197.54","10,097.54"
Chittagong,Khagrachari,Khagrachari Sadar,Khagrachari Sadar,Soybean,Wholesale,2019,"4,981.87","10,276.32","7,629.09"
Chittagong,Khagrachari,Khagrachari Sadar,Khagrachari Sadar,Soybean,Wholesale,2020,"10,278.46","10,457.72","10,368.09"
Khulna,Khulna,Khulna Sadar,Khulna Sadar,Soybean,Retail,2018,80.96,82.3,81.63
Khulna,Khulna,Khulna Sadar,Khulna Sadar,Soybean,Retail,2019,81.9,83.6,82.75
Khulna,Khulna,Khulna Sadar,Khulna Sadar,Soybean,Retail,2020,90.75,92.64,91.7
Khulna,Khulna,Khulna Sadar,Khulna Sadar,Soybean,Wholesale,2018,"7,755.98","7,796.91","7,776.44"
Khulna,Khulna,Khulna Sadar,Khulna Sadar,Soybean,Wholesale,2019,"7,885.31","7,958.74","7,922.02"
Khulna,Khulna,Khulna Sadar,Khulna Sadar,Soybean,Wholesale,2020,"8,735.95","8,807.92","8,771.93"
Dhaka,Kishorgonj,Kishoregonj Sadar,Kishoregonj Sadar,Soybean,Retail,2018,80.67,81.89,81.28
Dhaka,Kishorgonj,Kishoregonj Sadar,Kishoregonj Sadar,Soybean,Retail,2019,78.27,80.21,79.24
Dhaka,Kishorgonj,Kishoregonj Sadar,Kishoregonj Sadar,Soybean,Retail,2020,84.95,86.64,85.79
Dhaka,Kishorgonj,Kishoregonj Sadar,Kishoregonj Sadar,Soybean,Wholesale,2018,"7,741.74","7,846.28","7,794.01"
Dhaka,Kishorgonj,Kishoregonj Sadar,Kishoregonj Sadar,Soybean,Wholesale,2019,"7,450.75","7,562.41","7,506.58"
Dhaka,Kishorgonj,Kishoregonj Sadar,Kishoregonj Sadar,Soybean,Wholesale,2020,"8,088.99","8,196.83","8,142.91"
Rangpur,Kurigram,Kurigram Sadar,Kurigram Sadar,Soybean,Retail,2018,84.5,88,86.25
Rangpur,Kurigram,Kurigram Sadar,Kurigram Sadar,Soybean,Retail,2019,84.37,88.2,86.29
Rangpur,Kurigram,Kurigram Sadar,Kurigram Sadar,Soybean,Retail,2020,90.71,93.04,91.87
Rangpur,Kurigram,Kurigram Sadar,Kurigram Sadar,Soybean,Wholesale,2018,"7,848.78","8,200.00","8,024.39"
Rangpur,Kurigram,Kurigram Sadar,Kurigram Sadar,Soybean,Wholesale,2019,"7,996.93","8,194.43","8,095.68"
Rangpur,Kurigram,Kurigram Sadar,Kurigram Sadar,Soybean,Wholesale,2020,"8,689.17","8,922.29","8,805.73"
Khulna,Kushtia,Kushtia Sadar,Kushtia Sadar,Soybean,Retail,2018,80.95,82.35,81.65
Khulna,Kushtia,Kushtia Sadar,Kushtia Sadar,Soybean,Retail,2019,452.59,458.94,455.76
Khulna,Kushtia,Kushtia Sadar,Kushtia Sadar,Soybean,Retail,2020,87.55,89.06,88.3
Khulna,Kushtia,Kushtia Sadar,Kushtia Sadar,Soybean,Wholesale,2018,"7,777.96","7,900.61","7,839.29"
Khulna,Kushtia,Kushtia Sadar,Kushtia Sadar,Soybean,Wholesale,2019,"7,450.00","7,651.39","7,550.69"
Khulna,Kushtia,Kushtia Sadar,Kushtia Sadar,Soybean,Wholesale,2020,"8,366.94","8,468.98","8,417.96"
Rangpur,Lalmonirhat,Lalmonirhat Sadar,Lalmonirhat Sadar,Soybean,Retail,2018,83.82,84.82,84.32
Rangpur,Lalmonirhat,Lalmonirhat Sadar,Lalmonirhat Sadar,Soybean,Retail,2019,84.47,85.6,85.04
Rangpur,Lalmonirhat,Lalmonirhat Sadar,Lalmonirhat Sadar,Soybean,Retail,2020,90.02,91.81,90.92
Rangpur,Lalmonirhat,Lalmonirhat Sadar,Lalmonirhat Sadar,Soybean,Wholesale,2018,"8,182.65","8,242.45","8,212.55"
Rangpur,Lalmonirhat,Lalmonirhat Sadar,Lalmonirhat Sadar,Soybean,Wholesale,2019,"8,266.39","8,351.64","8,309.02"
Rangpur,Lalmonirhat,Lalmonirhat Sadar,Lalmonirhat Sadar,Soybean,Wholesale,2020,"8,723.19","8,822.18","8,772.68"
Chittagong,Laxmipur,Laxmipur Sadar,Laxmipur Sadar,Soybean,Retail,2018,78.43,80.35,79.39
Chittagong,Laxmipur,Laxmipur Sadar,Laxmipur Sadar,Soybean,Retail,2019,78.35,80.03,79.19
Chittagong,Laxmipur,Laxmipur Sadar,Laxmipur Sadar,Soybean,Retail,2020,88.23,89.63,88.93
Chittagong,Laxmipur,Laxmipur Sadar,Laxmipur Sadar,Soybean,Wholesale,2018,"7,437.00","7,572.44","7,504.72"
Chittagong,Laxmipur,Laxmipur Sadar,Laxmipur Sadar,Soybean,Wholesale,2019,"7,196.52","7,262.97","7,229.74"
Chittagong,Laxmipur,Laxmipur Sadar,Laxmipur Sadar,Soybean,Wholesale,2020,"8,099.98","8,164.37","8,132.18"
Dhaka,Madaripur,Madaripur Sadar,Madaripur Sadar,Soybean,Retail,2018,81,82,81.5
Dhaka,Madaripur,Madaripur Sadar,Madaripur Sadar,Soybean,Retail,2019,76.27,77.67,76.97
Dhaka,Madaripur,Madaripur Sadar,Madaripur Sadar,Soybean,Retail,2020,88.4,90,89.2
Dhaka,Madaripur,Madaripur Sadar,Madaripur Sadar,Soybean,Wholesale,2018,"7,651.82","7,751.82","7,701.82"
Dhaka,Madaripur,Madaripur Sadar,Madaripur Sadar,Soybean,Wholesale,2019,"7,257.60","7,384.79","7,321.20"
Dhaka,Madaripur,Madaripur Sadar,Madaripur Sadar,Soybean,Wholesale,2020,"11,724.38","12,326.86","12,025.62"
Khulna,Magura,Magura Sadar,Magura Sadar,Soybean,Retail,2018,83.54,84.54,84.04
Khulna,Magura,Magura Sadar,Magura Sadar,Soybean,Retail,2019,78.61,79.61,79.11
Khulna,Magura,Magura Sadar,Magura Sadar,Soybean,Retail,2020,89.89,91.01,90.45
Khulna,Magura,Magura Sadar,Magura Sadar,Soybean,Wholesale,2018,"7,902.88","8,078.37","7,990.63"
Khulna,Magura,Magura Sadar,Magura Sadar,Soybean,Wholesale,2019,"7,560.91","7,671.60","7,616.26"
Khulna,Magura,Magura Sadar,Magura Sadar,Soybean,Wholesale,2020,"8,671.84","8,782.86","8,727.35"
Dhaka,Manikgonj,Manikganj Sadar,Manikganj Sadar,Soybean,Retail,2018,81.67,83.49,82.58
Dhaka,Manikgonj,Manikganj Sadar,Manikganj Sadar,Soybean,Retail,2019,80.21,82.14,81.17
Dhaka,Manikgonj,Manikganj Sadar,Manikganj Sadar,Soybean,Retail,2020,89.2,91.05,90.12
Dhaka,Manikgonj,Manikganj Sadar,Manikganj Sadar,Soybean,Wholesale,2018,"7,915.92","8,115.92","8,015.92"
Dhaka,Manikgonj,Manikganj Sadar,Manikganj Sadar,Soybean,Wholesale,2019,"7,813.60","8,006.04","7,909.82"
Dhaka,Manikgonj,Manikganj Sadar,Manikganj Sadar,Soybean,Wholesale,2020,"8,654.35","8,828.88","8,741.61"
Sylhet,Maulavibazar,Maulavibazar Sadar,Maulavibazar Sadar,Soybean,Retail,2018,104.39,108.32,106.35
Sylhet,Maulavibazar,Maulavibazar Sadar,Maulavibazar Sadar,Soybean,Retail,2019,99.55,103.35,101.45
Sylhet,Maulavibazar,Maulavibazar Sadar,Maulavibazar Sadar,Soybean,Retail,2020,106.65,111.06,108.86
Sylhet,Maulavibazar,Maulavibazar Sadar,Maulavibazar Sadar,Soybean,Wholesale,2018,"9,774.29","10,000.41","9,887.35"
Sylhet,Maulavibazar,Maulavibazar Sadar,Maulavibazar Sadar,Soybean,Wholesale,2019,"9,384.58","9,808.75","9,596.67"
Sylhet,Maulavibazar,Maulavibazar Sadar,Maulavibazar Sadar,Soybean,Wholesale,2020,"9,981.48","10,157.20","10,069.34"
Khulna,Meherpur,Meherpur Sadar,Meherpur Sadar,Soybean,Retail,2018,83.7,84.78,84.24
Khulna,Meherpur,Meherpur Sadar,Meherpur Sadar,Soybean,Retail,2019,81.48,83.13,82.3
Khulna,Meherpur,Meherpur Sadar,Meherpur Sadar,Soybean,Retail,2020,91.57,93.54,92.55
Khulna,Meherpur,Meherpur Sadar,Meherpur Sadar,Soybean,Wholesale,2018,"7,792.24","7,992.24","7,892.24"
Khulna,Meherpur,Meherpur Sadar,Meherpur Sadar,Soybean,Wholesale,2019,"7,613.41","7,750.33","7,681.87"
Khulna,Meherpur,Meherpur Sadar,Meherpur Sadar,Soybean,Wholesale,2020,"8,836.99","9,036.99","8,936.99"
Dhaka,Munshigonj,Munshiganj Sadar,Munshiganj Sadar,Soybean,Retail,2018,87.38,88.79,88.08
Dhaka,Munshigonj,Munshiganj Sadar,Munshiganj Sadar,Soybean,Retail,2019,84.62,85.62,85.12
Dhaka,Munshigonj,Munshiganj Sadar,Munshiganj Sadar,Soybean,Retail,2020,92.71,93.97,93.34
Dhaka,Munshigonj,Munshiganj Sadar,Munshiganj Sadar,Soybean,Wholesale,2018,"8,461.71","8,566.07","8,513.89"
Dhaka,Munshigonj,Munshiganj Sadar,Munshiganj Sadar,Soybean,Wholesale,2019,"8,111.34","8,212.75","8,162.04"
Dhaka,Munshigonj,Munshiganj Sadar,Munshiganj Sadar,Soybean,Wholesale,2020,"8,930.28","9,033.67","8,981.97"
Dhaka,Mymensing,Mymensingh Sadar,Mymensingh Sadar,Soybean,Retail,2018,83.02,85.02,84.02
Dhaka,Mymensing,Mymensingh Sadar,Mymensingh Sadar,Soybean,Retail,2019,82.33,84.37,83.35
Dhaka,Mymensing,Mymensingh Sadar,Mymensingh Sadar,Soybean,Retail,2020,88.21,90.34,89.28
Dhaka,Mymensing,Mymensingh Sadar,Mymensingh Sadar,Soybean,Wholesale,2018,"7,913.92","8,115.61","8,014.77"
Dhaka,Mymensing,Mymensingh Sadar,Mymensingh Sadar,Soybean,Wholesale,2019,"7,735.47","8,026.92","7,881.20"
Dhaka,Mymensing,Mymensingh Sadar,Mymensingh Sadar,Soybean,Wholesale,2020,"8,387.08","8,575.21","8,481.15"
Rajshahi,Naogaon,Naogaon Sadar,Naogaon Sadar,Soybean,Retail,2018,83.65,85.1,84.38
Rajshahi,Naogaon,Naogaon Sadar,Naogaon Sadar,Soybean,Retail,2019,78.62,80.14,79.38
Rajshahi,Naogaon,Naogaon Sadar,Naogaon Sadar,Soybean,Retail,2020,93.47,94.52,94
Rajshahi,Naogaon,Naogaon Sadar,Naogaon Sadar,Soybean,Wholesale,2018,"8,066.26","8,237.04","8,151.65"
Rajshahi,Naogaon,Naogaon Sadar,Naogaon Sadar,Soybean,Wholesale,2019,"7,615.38","7,767.21","7,691.30"
Rajshahi,Naogaon,Naogaon Sadar,Naogaon Sadar,Soybean,Wholesale,2020,"9,137.55","9,309.58","9,223.56"
Khulna,Narail,Narail Sadar,Narail Sadar,Soybean,Retail,2018,85.47,86.89,86.18
Khulna,Narail,Narail Sadar,Narail Sadar,Soybean,Retail,2019,81.41,83.27,82.34
Khulna,Narail,Narail Sadar,Narail Sadar,Soybean,Retail,2020,89.3,90.97,90.14
Khulna,Narail,Narail Sadar,Narail Sadar,Soybean,Wholesale,2018,"8,231.33","8,373.49","8,302.41"
Khulna,Narail,Narail Sadar,Narail Sadar,Soybean,Wholesale,2019,"7,976.76","8,127.03","8,051.89"
Khulna,Narail,Narail Sadar,Narail Sadar,Soybean,Wholesale,2020,"8,662.04","8,788.96","8,725.50"
Dhaka,Narayangonj,Narayanganj Sadar,Narayanganj Sadar,Soybean,Retail,2018,82.28,83.28,82.78
Dhaka,Narayangonj,Narayanganj Sadar,Narayanganj Sadar,Soybean,Retail,2019,82.5,84.85,83.68
Dhaka,Narayangonj,Narayanganj Sadar,Narayanganj Sadar,Soybean,Retail,2020,85.24,87.22,86.23
Dhaka,Narayangonj,Narayanganj Sadar,Narayanganj Sadar,Soybean,Wholesale,2018,"7,595.14","7,605.14","7,600.14"
Dhaka,Narayangonj,Narayanganj Sadar,Narayanganj Sadar,Soybean,Wholesale,2019,"7,810.77","7,994.72","7,902.74"
Dhaka,Narayangonj,Narayanganj Sadar,Narayanganj Sadar,Soybean,Wholesale,2020,"7,998.56","8,186.12","8,092.34"
Dhaka,Narsingdi,Narsingdi Sadar,Narsingdi Sadar,Soybean,Retail,2018,89.79,91.99,90.89
Dhaka,Narsingdi,Narsingdi Sadar,Narsingdi Sadar,Soybean,Retail,2019,85.96,87.61,86.79
Dhaka,Narsingdi,Narsingdi Sadar,Narsingdi Sadar,Soybean,Retail,2020,95.54,96.98,96.26
Dhaka,Narsingdi,Narsingdi Sadar,Narsingdi Sadar,Soybean,Wholesale,2018,"8,603.70","8,809.88","8,706.79"
Dhaka,Narsingdi,Narsingdi Sadar,Narsingdi Sadar,Soybean,Wholesale,2019,"8,257.55","8,402.86","8,330.20"
Dhaka,Narsingdi,Narsingdi Sadar,Narsingdi Sadar,Soybean,Wholesale,2020,"9,080.97","9,109.62","9,095.30"
Rajshahi,Natore,Natore Sadar,Natore Sadar,Soybean,Retail,2018,80.72,82.05,81.39
Rajshahi,Natore,Natore Sadar,Natore Sadar,Soybean,Retail,2019,75.96,77.13,76.54
Rajshahi,Natore,Natore Sadar,Natore Sadar,Soybean,Retail,2020,88.5,89.93,89.21
Rajshahi,Natore,Natore Sadar,Natore Sadar,Soybean,Wholesale,2018,"7,882.66","8,017.34","7,950.00"
Rajshahi,Natore,Natore Sadar,Natore Sadar,Soybean,Wholesale,2019,"7,385.89","7,485.89","7,435.89"
Rajshahi,Natore,Natore Sadar,Natore Sadar,Soybean,Wholesale,2020,"8,621.60","8,733.60","8,677.60"
Rajshahi,Nawabgonj,Nawabgonj Sadar,Nawabgonj Sadar,Soybean,Retail,2018,77.81,78.87,78.34
Rajshahi,Nawabgonj,Nawabgonj Sadar,Nawabgonj Sadar,Soybean,Retail,2019,74.36,75.36,74.86
Rajshahi,Nawabgonj,Nawabgonj Sadar,Nawabgonj Sadar,Soybean,Retail,2020,84.85,86.19,85.52
Rajshahi,Nawabgonj,Nawabgonj Sadar,Nawabgonj Sadar,Soybean,Wholesale,2018,"7,594.94","7,644.23","7,619.58"
Rajshahi,Nawabgonj,Nawabgonj Sadar,Nawabgonj Sadar,Soybean,Wholesale,2019,"7,237.78","7,274.50","7,256.14"
Rajshahi,Nawabgonj,Nawabgonj Sadar,Nawabgonj Sadar,Soybean,Wholesale,2020,"8,253.29","8,327.53","8,290.41"
Dhaka,Netrokona,Netrakona Sadar,Netrakona Sadar,Soybean,Retail,2018,83.61,85.61,84.61
Dhaka,Netrokona,Netrakona Sadar,Netrakona Sadar,Soybean,Retail,2019,80.59,82.83,81.71
Dhaka,Netrokona,Netrakona Sadar,Netrakona Sadar,Soybean,Retail,2020,89.27,91.43,90.35
Dhaka,Netrokona,Netrakona Sadar,Netrakona Sadar,Soybean,Wholesale,2018,"8,161.00","8,361.00","8,261.00"
